time,position_x,setpoint,error,control_signal,tilt_angle,saturated
0.002,-0.10111583618540851,-0.0876247306236462,0.013491105561762307,0.7464628707323084,0.0,0
0.034000000000000016,-0.10111583618540851,-0.08654544217870522,0.014570394006703291,30.0,0.20617474638933272,1
0.06800000000000005,-0.10111583618540851,-0.08539869820595541,0.015717137979453094,30.0,8.86659124983135,1
0.10000000000000007,-0.10111583618540851,-0.08431940976101443,0.01679642642439408,30.0,14.703686918278422,1
0.1340000000000001,-0.10073665768663612,-0.08317266578826463,0.01756399189837149,23.99808231807126,19.149992188821134,0
0.16800000000000012,-0.09810304827992918,-0.08202592181551484,0.016077126464414337,-30.0,20.559226464988605,1
0.20000000000000015,-0.09576010528731273,-0.08094663337057385,0.014813471916738874,-30.0,9.266426464988617,1
0.23400000000000018,-0.09679429195067663,-0.08279656354132353,0.013997728409353094,-23.6968827314526,-1.9490784217273645,0
0.2680000000000002,-0.08376698231630601,-0.08160675662652853,0.002160225689777487,-30.0,-8.270691767927232,1
0.3000000000000002,-0.07555001053651549,-0.08048693835378028,-0.004936927817264791,-30.0,-14.272376231573974,1
0.33400000000000024,-0.06485539232206018,-0.07929713143898526,-0.014441739116925076,-30.0,-18.844054130755346,1
0.36800000000000027,-0.05161165325829155,-0.07810732452419025,-0.026495671265898704,-30.0,-22.086844772611695,1
0.4000000000000003,-0.04312326175965268,-0.07698750625144199,-0.03386424449178931,-30.0,-24.272476283721755,1
0.43400000000000033,-0.0408753117459168,-0.03450347827032571,0.006371833475591088,30.0,-25.937342761727976,1
0.46800000000000036,-0.04011905117112659,-0.03396187242490047,0.006157178746226115,-6.0961001157481665,-13.938742761727989,0
0.5000000000000003,-0.043928101518156154,-0.03345212574685318,0.010475975771302971,30.0,-11.772586986329861,1
0.5340000000000004,-0.04991599386563589,-0.032910519901427945,0.017005473964207943,30.0,-0.13661933894726125,1
0.5680000000000004,-0.06205697622599188,-0.0323689140560027,0.029688062169989177,30.0,8.623439943784119,1
0.6000000000000004,-0.06808593325120474,-0.03185916737795541,0.03622676587324933,30.0,14.527694557202354,1
0.6340000000000005,-0.08855032565724445,-0.0735798563998912,0.01497046925735325,-30.0,19.025156976428352,1
0.6680000000000005,-0.10023392671608806,-0.07230736651301617,0.027926560203071896,30.0,7.026556976428365,1
0.7000000000000005,-0.11220046891019238,-0.07110972897242791,0.041090739937764464,30.0,13.371874305377279,1
0.7340000000000005,-0.11808009298946202,-0.0698372390855529,0.04824285390390913,30.0,18.205308514016426,1
0.7680000000000006,-0.12595510401477522,-0.06856474919867786,0.05739035481609736,30.0,21.633768603606306,1
0.8000000000000006,-0.1247528252342778,-0.06736711165808959,0.05738571357618821,3.0252780132690567,23.94454078534087,0
0.8340000000000006,-0.12486245603197482,-0.10180383072597762,0.0230586253059972,-30.0,17.863766429952072,1
0.8680000000000007,-0.1158866029841705,-0.09984384757496785,0.01604275540920265,-30.0,5.865166429952083,1
0.9000000000000007,-0.10834416029221662,-0.09799915755048808,0.010345002741728546,-30.0,-4.032378286249351,1
0.9340000000000007,-0.10084640530326512,-0.09603917439947832,0.004807230903786805,-30.0,-11.5806007024915,1
0.9680000000000007,-0.08347049743884136,-0.09407919124846856,-0.010608693809627201,-30.0,-16.934719158304716,1
1.0000000000000007,-0.07103168501204421,-0.09223450122398877,-0.02120281621194456,-30.0,-20.543379507880143,1
1.0340000000000007,-0.05662579027920089,-0.04510477496298503,0.011521015316215855,30.0,-23.29221325042945,1
1.0680000000000007,-0.048569772582681595,-0.04412548866110669,0.004444283921574907,-30.0,-11.293613250429464,1
1.1000000000000008,-0.04632206624487988,-0.04320380743580942,0.003118258809070462,-30.0,-16.460359910139175,1
1.1340000000000008,-0.04592241198392748,-0.04222452113393107,0.003697890849996409,17.601098423913875,-20.396038578009637,0
1.1680000000000008,-0.04569210434059067,-0.041245234832052724,0.004446869508537947,22.72273524729648,-9.448446648989728,0
1.2000000000000008,-0.05279143940979451,-0.04032355360675545,0.012467885803039064,30.0,-0.5626928780020445,1
1.2340000000000009,-0.05947205998933778,-0.046001604725614605,0.013470455263723174,30.0,8.32121670853894,1
1.268000000000001,-0.06576173505033836,-0.04485661602819813,0.020905119022140227,30.0,14.622767147053363,1
1.300000000000001,-0.08062424199419983,-0.04377897960710028,0.03684526238709955,30.0,18.869993912017183,1
1.334000000000001,-0.09304351373027517,-0.04263399090968381,0.05040952282059136,30.0,22.105244424070683,1
1.368000000000001,-0.09585988542471839,-0.04148900221226734,0.05437088321245105,30.0,24.40007803131731,1
1.400000000000001,-0.10412216129992835,-0.04041136579116948,0.06371079550875887,30.0,25.946789243571626,1
1.434000000000001,-0.10611028367453101,-0.07900676294029574,0.027103520734235276,-30.0,27.12496938754784,1
1.468000000000001,-0.1009521696486851,-0.07670296367788575,0.024249205970799353,-30.0,15.126369387547854,1
1.5020000000000011,-0.09507152961325567,-0.07439916441547574,0.02067236519777993,-30.0,3.1724714662049474,1
1.5340000000000011,-0.08088161511293643,-0.07223088275673692,0.008650732356199509,-30.0,-5.989840766341251,1
1.5680000000000012,-0.07020482873069725,-0.06992708349432691,0.0002777452363703359,-30.0,-12.969071446102632,1
1.6020000000000012,-0.05203912240520085,-0.06762328423191691,-0.015584161826716056,-30.0,-17.919591678453127,1
1.6340000000000012,-0.03711068041081037,-0.026243716893735582,0.01086696351707479,30.0,-21.25622799303775,1
1.6680000000000013,-0.020182369749861203,-0.025320024994784224,-0.005137655244923021,-30.0,-9.257627993037763,1
