time,position_x,setpoint,error,control_signal,tilt_angle,saturated
0.04647088050842285,0.13578087846039705,0.13431924372484208,-0.0014616347355549675,-0.08087224991825635,-0.08087224991825635,0
0.09554576873779297,0.13552286972669209,0.13298853551381884,-0.002534334212873246,-0.7968670177573508,-0.7968670177573508,0
0.1419668197631836,0.13626458752778828,0.13172978840317648,-0.004534799124611799,-1.5187584527204174,-1.5187584527204174,0
0.1899263858795166,0.1356908572256205,0.13042932311979513,-0.005261534105825361,-0.7502374505944037,-0.7502374505944037,0
0.23975372314453125,0.13539503849456483,0.12907821159974286,-0.006316826894821964,-1.0055316133483303,-1.0055316133483303,0
0.3018953800201416,0.13471246286478827,0.12739318660968138,-0.0073192762551068935,-0.9005429750497456,-0.9005429750497456,0
0.3514564037322998,0.13520695937792865,0.12604929641288176,-0.009157662965046887,-1.635044356694588,-1.635044356694588,0
0.39776611328125,0.13516939209810727,0.12479356842306216,-0.01037582367504511,-1.3831858162974622,-1.3831858162974622,0
0.4457695484161377,0.13506971609938528,0.12349191359314679,-0.011577802506238494,-1.4016942251932938,-1.4016942251932938,0
0.4944157600402832,0.13527462363139012,0.12217282932053743,-0.01310179431085269,-1.7154423302493425,-1.7154423302493425,0
0.5435941219329834,0.13462602845572333,0.12083931533127636,-0.013786713124446973,-1.2181585301056512,-1.2181585301056512,0
0.5921473503112793,0.1340796443285296,0.11952275238012496,-0.014556891948404635,-1.3234169290689906,-1.3234169290689906,0
0.6537542343139648,0.13425372673430627,0.11785222822091013,-0.016401498513396146,-1.8629646745755835,-1.8629646745755835,0
0.7025365829467773,0.13422605693595974,0.11652945247508925,-0.017696604460870485,-1.8376459836042462,-1.8376459836042462,0
0.750298261642456,0.1344994377798572,0.11523435308096458,-0.019265084698892626,-2.1218456014697638,-2.1218456014697638,0
0.7980244159698486,0.1345802627171326,0.11394021696093538,-0.020640045756197226,-2.0864089964744053,-2.0864089964744053,0
0.8465325832366943,0.13462964225004928,0.11262487588095206,-0.02200476636909722,-2.1518762005553316,-2.1518762005553316,0
0.8940763473510742,0.13413517270552328,0.11133568542993656,-0.022799487275586713,-1.8638776016122565,-1.8638776016122565,0
0.941917896270752,0.13454088854014826,0.11003842028532876,-0.0245024682548195,-2.5356852284744074,-2.5356852284744074,0
0.9906015396118164,0.13413031835493616,0.1087183210192094,-0.025411997335726758,-2.0906656327614277,-2.0906656327614277,0
1.0545179843902588,0.13468627634023222,0.10698517111393496,-0.027701105226297262,-2.748221065673058,-2.748221065673058,0
1.1021785736083984,0.13437446522085347,0.10569281284877996,-0.028681652372073513,-2.358605234850547,-2.358605234850547,0
1.1501314640045166,0.13434641786190574,0.10439252858334944,-0.0299538892785563,-2.6216649843650712,-2.6216649843650712,0
1.198035717010498,0.13428325736704455,0.10309356316298923,-0.031189694204055318,-2.6825680567436176,-2.6825680567436176,0
1.2458670139312744,0.13437802507795069,0.1017965760102345,-0.03258144906771619,-2.8736916385910454,-2.8736916385910454,0
1.2961137294769287,0.13437802507795069,0.10043409268391415,-0.033943932394036536,-2.9062452072104046,-2.9062452072104046,0
1.3418750762939453,0.13420542594596452,0.09919323402576968,-0.035012191920194835,-2.8678698366835627,-2.8678698366835627,0
1.4067211151123047,0.13436971874472387,0.09743487737084247,-0.036934841373881394,-3.186725512697663,-3.186725512697663,0
1.4543118476867676,0.13494215455340175,0.09614441332924435,-0.0387977412241574,-3.592490780393663,-3.592490780393663,0
1.5012929439544678,0.13461092603167454,0.09487048010551291,-0.03974044592616163,-3.090653379552525,-3.090653379552525,0
1.5507004261016846,0.1341993040705019,0.09353075332158235,-0.04066855074891955,-3.1233649866134727,-3.1233649866134727,0
1.6000237464904785,0.13379574572502673,0.0921933086568176,-0.041602437068209125,-3.199726511977006,-3.199726511977006,0
1.6458523273468018,0.13339604389140688,0.09095062688931121,-0.04244541700209567,-3.2493493127762036,-3.2493493127762036,0
1.6959640979766846,0.13373450000178602,0.08959180271156832,-0.044142697290217706,-3.829091290124346,-3.829091290124346,0
1.7594492435455322,0.13365793610558152,0.08787034785890271,-0.045787588246678806,-3.7098275014018354,-3.7098275014018354,0
1.8081862926483154,0.1333927537204534,0.08654880044917673,-0.04684395327127666,-3.6637057969971303,-3.6637057969971303,0
1.8390634059906006,0.13350985144406025,0.0857115407071834,-0.04779831073687685,-3.981222774059858,-3.981222774059858,0
1.8707082271575928,0.1334284871344974,0.08485346390084486,-0.04857502323365254,-3.8974909257556605,-3.8974909257556605,0
1.9041485786437988,0.13386869582690525,0.08394669973066046,-0.049921996096244786,-4.437967658164586,-4.437967658164586,0
1.9360933303833008,0.13363234289054168,0.0830804900463883,-0.05055185284415338,-3.8718744273513708,-3.8718744273513708,0
1.9664554595947266,0.13312989063616132,0.08225719454631597,-0.05087269608984535,-3.6304714355037344,-3.6304714355037344,0
2.0002601146698,0.13315370392265252,0.08134055196795781,-0.051813151954694714,-4.217304412675995,-4.217304412675995,0
2.030050039291382,0.13302398488751918,0.08053277229224218,-0.052491212595277004,-4.118467898052324,-4.118467898052324,0
2.0634145736694336,0.13329442615245002,0.07962806396878501,-0.05366636218366501,-4.5748099813811685,-4.5748099813811685,0
2.111116409301758,0.13363234289054168,0.07833458727129097,-0.05529775561925071,-4.641074060340752,-4.641074060340752,0
2.1420435905456543,0.13344647520028408,0.07749596989466644,-0.05595050530561764,-4.340368922010335,-4.340368922010335,0
2.1738712787628174,0.13299798714326377,0.07663293448946058,-0.05636505265380319,-4.11895012072733,-4.11895012072733,0
